spliced	intron	gene_name
ENSMUSG00000102693.2	ENSMUSG00000102693.2-I	4933401J01Rik
ENSMUSG00000064842.3	ENSMUSG00000064842.3-I	Gm26206
ENSMUSG00000102851.2	ENSMUSG00000102851.2-I	Gm18956
ENSMUSG00000089699.2	ENSMUSG00000089699.2-I	Gm1992
ENSMUSG00000103147.2	ENSMUSG00000103147.2-I	Gm7341
ENSMUSG00000102348.2	ENSMUSG00000102348.2-I	Gm10568
ENSMUSG00000102592.2	ENSMUSG00000102592.2-I	Gm38385
ENSMUSG00000104238.2	ENSMUSG00000104238.2-I	Gm37587
ENSMUSG00000102269.2	ENSMUSG00000102269.2-I	Gm7357
ENSMUSG00000118917.1	ENSMUSG00000118917.1-I	AC129937.1
ENSMUSG00000102735.2	ENSMUSG00000102735.2-I	Gm7369
ENSMUSG00000103922.2	ENSMUSG00000103922.2-I	Gm6123
ENSMUSG00000025903.15	ENSMUSG00000025903.15-I	Lypla1
ENSMUSG00000104217.2	ENSMUSG00000104217.2-I	Gm37988
ENSMUSG00000033813.16	ENSMUSG00000033813.16-I	Tcea1
ENSMUSG00000085623.2	ENSMUSG00000085623.2-I	Gm16041
ENSMUSG00000091665.2	ENSMUSG00000091665.2-I	Gm17101
ENSMUSG00000033793.13	ENSMUSG00000033793.13-I	Atp6v1h
ENSMUSG00000104046.2	ENSMUSG00000104046.2-I	Gm37567
ENSMUSG00000102907.2	ENSMUSG00000102907.2-I	Gm38264
ENSMUSG00000025905.15	ENSMUSG00000025905.15-I	Oprk1
ENSMUSG00000025907.15	ENSMUSG00000025907.15-I	Rb1cc1
ENSMUSG00000087247.4	ENSMUSG00000087247.4-I	Alkal1
ENSMUSG00000103355.2	ENSMUSG00000103355.2-I	Gm2147
ENSMUSG00000033740.18	ENSMUSG00000033740.18-I	St18
ENSMUSG00000104385.2	ENSMUSG00000104385.2-I	Gm7449
ENSMUSG00000102135.2	ENSMUSG00000102135.2-I	Gm37108
ENSMUSG00000103282.2	ENSMUSG00000103282.2-I	Gm37275
ENSMUSG00000102534.2	ENSMUSG00000102534.2-I	Gm37225
ENSMUSG00000102213.2	ENSMUSG00000102213.2-I	Gm37489
ENSMUSG00000103629.2	ENSMUSG00000103629.2-I	Gm5694
ENSMUSG00000051285.18	ENSMUSG00000051285.18-I	Pcmtd1
ENSMUSG00000103509.2	ENSMUSG00000103509.2-I	Gm38372
ENSMUSG00000048538.8	ENSMUSG00000048538.8-I	Gm9826
ENSMUSG00000077244.3	ENSMUSG00000077244.3-I	Gm23274
ENSMUSG00000102768.2	ENSMUSG00000102768.2-I	Gm19002
ENSMUSG00000103498.2	ENSMUSG00000103498.2-I	Gm18984
ENSMUSG00000103067.2	ENSMUSG00000103067.2-I	Gm30414
ENSMUSG00000102320.2	ENSMUSG00000102320.2-I	Gm37791
ENSMUSG00000104226.2	ENSMUSG00000104226.2-I	Gm7470
ENSMUSG00000103903.2	ENSMUSG00000103903.2-I	Rps2-ps2
ENSMUSG00000103933.2	ENSMUSG00000103933.2-I	Gm36964
ENSMUSG00000104504.2	ENSMUSG00000104504.2-I	Gm7445
ENSMUSG00000102871.2	ENSMUSG00000102871.2-I	Gm37143
ENSMUSG00000102272.2	ENSMUSG00000102272.2-I	Gm7512
ENSMUSG00000065625.3	ENSMUSG00000065625.3-I	Gm24765
ENSMUSG00000061024.9	ENSMUSG00000061024.9-I	Rrs1
ENSMUSG00000025911.15	ENSMUSG00000025911.15-I	Adhfe1
ENSMUSG00000081441.4	ENSMUSG00000081441.4-I	Gm6161
ENSMUSG00000067879.4	ENSMUSG00000067879.4-I	Vxn
ENSMUSG00000097893.9	ENSMUSG00000097893.9-I	1700034P13Rik
ENSMUSG00000025915.15	ENSMUSG00000025915.15-I	Sgk3
ENSMUSG00000046101.17	ENSMUSG00000046101.17-I	Mcmdc2
ENSMUSG00000104025.2	ENSMUSG00000104025.2-I	E330040D14Rik
ENSMUSG00000087199.2	ENSMUSG00000087199.2-I	Gm15818
ENSMUSG00000056763.17	ENSMUSG00000056763.17-I	Cspp1
ENSMUSG00000081417.2	ENSMUSG00000081417.2-I	Gm15603
ENSMUSG00000100212.2	ENSMUSG00000100212.2-I	Gm5522
ENSMUSG00000100648.2	ENSMUSG00000100648.2-I	Gm28659
ENSMUSG00000048960.14	ENSMUSG00000048960.14-I	Prex2
ENSMUSG00000057715.14	ENSMUSG00000057715.14-I	A830018L16Rik
ENSMUSG00000103825.2	ENSMUSG00000103825.2-I	Gm38178
ENSMUSG00000103561.2	ENSMUSG00000103561.2-I	Gm38069
ENSMUSG00000101610.2	ENSMUSG00000101610.2-I	Gm7560
ENSMUSG00000118923.1	ENSMUSG00000118923.1-I	AC161927.1
ENSMUSG00000098555.3	ENSMUSG00000098555.3-I	Mir6341
ENSMUSG00000097628.2	ENSMUSG00000097628.2-I	Gm2383
ENSMUSG00000098163.2	ENSMUSG00000098163.2-I	Gm6216
ENSMUSG00000097171.2	ENSMUSG00000097171.2-I	Gm17644
ENSMUSG00000016918.16	ENSMUSG00000016918.16-I	Sulf1
ENSMUSG00000069620.7	ENSMUSG00000069620.7-I	Gm5250
ENSMUSG00000099498.2	ENSMUSG00000099498.2-I	Gm29283
ENSMUSG00000101476.2	ENSMUSG00000101476.2-I	Gm29570
ENSMUSG00000067813.4	ENSMUSG00000067813.4-I	Xkr9
ENSMUSG00000054493.3	ENSMUSG00000054493.3-I	Gm9947
ENSMUSG00000103492.2	ENSMUSG00000103492.2-I	Gm37412
ENSMUSG00000082193.2	ENSMUSG00000082193.2-I	Rpl5-ps1
ENSMUSG00000092083.5	ENSMUSG00000092083.5-I	Kcnb2
ENSMUSG00000102937.2	ENSMUSG00000102937.2-I	Gm38116
ENSMUSG00000104149.2	ENSMUSG00000104149.2-I	Gm37138
ENSMUSG00000077377.3	ENSMUSG00000077377.3-I	Gm25168
ENSMUSG00000100814.2	ENSMUSG00000100814.2-I	Gm28669
ENSMUSG00000025925.15	ENSMUSG00000025925.15-I	Terf1
ENSMUSG00000104379.2	ENSMUSG00000104379.2-I	Gm37509
ENSMUSG00000100652.2	ENSMUSG00000100652.2-I	Gm7634
ENSMUSG00000025921.8	ENSMUSG00000025921.8-I	Rdh10
ENSMUSG00000100868.2	ENSMUSG00000100868.2-I	Gm28095
ENSMUSG00000089982.8	ENSMUSG00000089982.8-I	Gm7568
ENSMUSG00000102457.2	ENSMUSG00000102457.2-I	Gm38342
ENSMUSG00000097744.2	ENSMUSG00000097744.2-I	D030040B21Rik
ENSMUSG00000025940.7	ENSMUSG00000025940.7-I	Tmem70
ENSMUSG00000025779.11	ENSMUSG00000025779.11-I	Ly96
ENSMUSG00000101640.2	ENSMUSG00000101640.2-I	Gm28376
ENSMUSG00000104133.2	ENSMUSG00000104133.2-I	4921511E07Rik
ENSMUSG00000100110.2	ENSMUSG00000100110.2-I	Gm28783
ENSMUSG00000025777.9	ENSMUSG00000025777.9-I	Gdap1
ENSMUSG00000099899.2	ENSMUSG00000099899.2-I	Gm28784
ENSMUSG00000100398.2	ENSMUSG00000100398.2-I	Gm5251
ENSMUSG00000089534.3	ENSMUSG00000089534.3-I	Gm25166
ENSMUSG00000067780.4	ENSMUSG00000067780.4-I	Pi15
ENSMUSG00000025776.14	ENSMUSG00000025776.14-I	Crispld1
ENSMUSG00000100554.2	ENSMUSG00000100554.2-I	Gm7690
ENSMUSG00000099591.2	ENSMUSG00000099591.2-I	Gm17969
ENSMUSG00000101306.2	ENSMUSG00000101306.2-I	Gm5252
ENSMUSG00000101644.2	ENSMUSG00000101644.2-I	Gm28343
ENSMUSG00000099433.2	ENSMUSG00000099433.2-I	Gm28344
ENSMUSG00000042596.8	ENSMUSG00000042596.8-I	Tfap2d
ENSMUSG00000025927.14	ENSMUSG00000025927.14-I	Tfap2b
ENSMUSG00000100538.2	ENSMUSG00000100538.2-I	Gm28340
ENSMUSG00000100204.2	ENSMUSG00000100204.2-I	Gm4849
ENSMUSG00000102597.2	ENSMUSG00000102597.2-I	Gm38382
ENSMUSG00000089914.3	ENSMUSG00000089914.3-I	4930486I03Rik
ENSMUSG00000099906.3	ENSMUSG00000099906.3-I	Gm28653
ENSMUSG00000065559.3	ENSMUSG00000065559.3-I	Mir206
ENSMUSG00000065480.3	ENSMUSG00000065480.3-I	Mir133b
ENSMUSG00000025929.5	ENSMUSG00000025929.5-I	Il17a
ENSMUSG00000099714.2	ENSMUSG00000099714.2-I	Gm20587
ENSMUSG00000102121.2	ENSMUSG00000102121.2-I	Gm28065
ENSMUSG00000025931.16	ENSMUSG00000025931.16-I	Paqr8
ENSMUSG00000100929.2	ENSMUSG00000100929.2-I	Gm28064
ENSMUSG00000041809.6	ENSMUSG00000041809.6-I	Efhc1
ENSMUSG00000099971.2	ENSMUSG00000099971.2-I	Gm28287
ENSMUSG00000100819.2	ENSMUSG00000100819.2-I	Gm2693
ENSMUSG00000025933.16	ENSMUSG00000025933.16-I	Tmem14a
ENSMUSG00000102633.2	ENSMUSG00000102633.2-I	Gm38224
ENSMUSG00000025934.16	ENSMUSG00000025934.16-I	Gsta3
ENSMUSG00000096375.3	ENSMUSG00000096375.3-I	Gm7094
ENSMUSG00000067750.4	ENSMUSG00000067750.4-I	Khdc1a
ENSMUSG00000086194.2	ENSMUSG00000086194.2-I	Gm16329
ENSMUSG00000094436.2	ENSMUSG00000094436.2-I	Gm16327
ENSMUSG00000041722.8	ENSMUSG00000041722.8-I	Khdc1c
ENSMUSG00000085507.2	ENSMUSG00000085507.2-I	Gm2709
ENSMUSG00000094926.2	ENSMUSG00000094926.2-I	Gm16533
ENSMUSG00000085079.4	ENSMUSG00000085079.4-I	Khdc1b
ENSMUSG00000085679.3	ENSMUSG00000085679.3-I	Gm16328
ENSMUSG00000100418.2	ENSMUSG00000100418.2-I	Gm28239
ENSMUSG00000097642.2	ENSMUSG00000097642.2-I	Gm26866
ENSMUSG00000089553.3	ENSMUSG00000089553.3-I	Gm24176
ENSMUSG00000065405.5	ENSMUSG00000065405.5-I	Mir30a
ENSMUSG00000097970.2	ENSMUSG00000097970.2-I	Gm27028
ENSMUSG00000065567.3	ENSMUSG00000065567.3-I	Mir30c-2
ENSMUSG00000100775.2	ENSMUSG00000100775.2-I	Gm29107
ENSMUSG00000097920.2	ENSMUSG00000097920.2-I	Gm7784
ENSMUSG00000099503.2	ENSMUSG00000099503.2-I	Gm28822
ENSMUSG00000026156.9	ENSMUSG00000026156.9-I	B3gat2
ENSMUSG00000102495.2	ENSMUSG00000102495.2-I	Gm26524
ENSMUSG00000102398.2	ENSMUSG00000102398.2-I	Gm37580
ENSMUSG00000097670.2	ENSMUSG00000097670.2-I	Gm26607
ENSMUSG00000026147.17	ENSMUSG00000026147.17-I	Col9a1
ENSMUSG00000073725.9	ENSMUSG00000073725.9-I	Lmbrd1
ENSMUSG00000100450.2	ENSMUSG00000100450.2-I	Gm9443
ENSMUSG00000080849.2	ENSMUSG00000080849.2-I	Gm15702
ENSMUSG00000084740.3	ENSMUSG00000084740.3-I	Gm25294
ENSMUSG00000104516.2	ENSMUSG00000104516.2-I	Gm9884
ENSMUSG00000099458.2	ENSMUSG00000099458.2-I	Gm19123
ENSMUSG00000088111.3	ENSMUSG00000088111.3-I	Gm24064
ENSMUSG00000101514.2	ENSMUSG00000101514.2-I	Gm5524
ENSMUSG00000101372.2	ENSMUSG00000101372.2-I	Gm19028
ENSMUSG00000103241.2	ENSMUSG00000103241.2-I	Gm38089
ENSMUSG00000058590.3	ENSMUSG00000058590.3-I	Gm6462
ENSMUSG00000101235.2	ENSMUSG00000101235.2-I	Gm18033
ENSMUSG00000099257.3	ENSMUSG00000099257.3-I	Mir6342
ENSMUSG00000118548.2	ENSMUSG00000118548.2-I	Gm53035
ENSMUSG00000101726.2	ENSMUSG00000101726.2-I	Gm7858
ENSMUSG00000118988.1	ENSMUSG00000118988.1-I	AC124469.1
ENSMUSG00000100261.2	ENSMUSG00000100261.2-I	Gm6473
ENSMUSG00000100237.2	ENSMUSG00000100237.2-I	Gm28644
ENSMUSG00000100910.2	ENSMUSG00000100910.2-I	Gm29128
ENSMUSG00000099796.2	ENSMUSG00000099796.2-I	Gm7893
ENSMUSG00000050217.14	ENSMUSG00000050217.14-I	Lgsn
ENSMUSG00000026063.5	ENSMUSG00000026063.5-I	Dnaaf6
ENSMUSG00000100205.2	ENSMUSG00000100205.2-I	Gm4850
ENSMUSG00000100592.2	ENSMUSG00000100592.2-I	Gm28645
ENSMUSG00000094215.3	ENSMUSG00000094215.3-I	Gm6489
ENSMUSG00000101093.2	ENSMUSG00000101093.2-I	Eef1a1-ps2
ENSMUSG00000070960.5	ENSMUSG00000070960.5-I	Gm19680
ENSMUSG00000082159.3	ENSMUSG00000082159.3-I	Gm7910
ENSMUSG00000026058.12	ENSMUSG00000026058.12-I	Khdrbs2
ENSMUSG00000103482.2	ENSMUSG00000103482.2-I	Gm37999
ENSMUSG00000104498.2	ENSMUSG00000104498.2-I	Gm37110
ENSMUSG00000104313.2	ENSMUSG00000104313.2-I	Gm37911
ENSMUSG00000102321.2	ENSMUSG00000102321.2-I	Gm37792
ENSMUSG00000104433.2	ENSMUSG00000104433.2-I	Gm37426
ENSMUSG00000102917.2	ENSMUSG00000102917.2-I	Gm37724
ENSMUSG00000100481.2	ENSMUSG00000100481.2-I	Gm7114
ENSMUSG00000088750.3	ENSMUSG00000088750.3-I	Gm24901
ENSMUSG00000101754.3	ENSMUSG00000101754.3-I	Gm2987
ENSMUSG00000065223.3	ENSMUSG00000065223.3-I	Gm25792
ENSMUSG00000101612.3	ENSMUSG00000101612.3-I	Gm7933
ENSMUSG00000065260.3	ENSMUSG00000065260.3-I	Gm23453
ENSMUSG00000101682.2	ENSMUSG00000101682.2-I	Gm29228
ENSMUSG00000102093.2	ENSMUSG00000102093.2-I	Gm17813
ENSMUSG00000103746.2	ENSMUSG00000103746.2-I	1700001G17Rik
ENSMUSG00000004768.15	ENSMUSG00000004768.15-I	Rab23
ENSMUSG00000103072.2	ENSMUSG00000103072.2-I	Gm37905
ENSMUSG00000026131.21	ENSMUSG00000026131.21-I	Dst
ENSMUSG00000103596.2	ENSMUSG00000103596.2-I	Gm37354
ENSMUSG00000103364.2	ENSMUSG00000103364.2-I	Gm38157
ENSMUSG00000105982.3	ENSMUSG00000105982.3-I	Mir6896
ENSMUSG00000102839.2	ENSMUSG00000102839.2-I	Gm37385
ENSMUSG00000101206.2	ENSMUSG00000101206.2-I	Gm5266
ENSMUSG00000026127.14	ENSMUSG00000026127.14-I	Imp4
ENSMUSG00000026126.16	ENSMUSG00000026126.16-I	Ptpn18
ENSMUSG00000026125.10	ENSMUSG00000026125.10-I	Prss39
ENSMUSG00000026124.5	ENSMUSG00000026124.5-I	Cfc1
ENSMUSG00000045174.11	ENSMUSG00000045174.11-I	Amer3
ENSMUSG00000037509.22	ENSMUSG00000037509.22-I	Arhgef4
ENSMUSG00000102537.2	ENSMUSG00000102537.2-I	Gm37224
ENSMUSG00000102612.2	ENSMUSG00000102612.2-I	Gm37845
ENSMUSG00000118272.2	ENSMUSG00000118272.2-I	AC107738.1
ENSMUSG00000104358.2	ENSMUSG00000104358.2-I	Gm37127
ENSMUSG00000026123.12	ENSMUSG00000026123.12-I	Plekhb2
ENSMUSG00000103716.2	ENSMUSG00000103716.2-I	Gm19430
ENSMUSG00000103760.2	ENSMUSG00000103760.2-I	Gm8009
ENSMUSG00000103997.2	ENSMUSG00000103997.2-I	Gm38027
ENSMUSG00000064601.3	ENSMUSG00000064601.3-I	Gm25634
ENSMUSG00000101714.2	ENSMUSG00000101714.2-I	Gm28415
ENSMUSG00000102531.2	ENSMUSG00000102531.2-I	1110002O04Rik
ENSMUSG00000103096.2	ENSMUSG00000103096.2-I	Gm8022
ENSMUSG00000104201.2	ENSMUSG00000104201.2-I	4930535G08Rik
ENSMUSG00000045216.8	ENSMUSG00000045216.8-I	Hs6st1
ENSMUSG00000102202.2	ENSMUSG00000102202.2-I	Gm33280
ENSMUSG00000037447.17	ENSMUSG00000037447.17-I	Arid5a
ENSMUSG00000102762.2	ENSMUSG00000102762.2-I	4930403P22Rik
ENSMUSG00000037432.16	ENSMUSG00000037432.16-I	Fer1l5
ENSMUSG00000037408.11	ENSMUSG00000037408.11-I	Cnnm4
ENSMUSG00000104316.2	ENSMUSG00000104316.2-I	Gm37909
ENSMUSG00000001138.14	ENSMUSG00000001138.14-I	Cnnm3
ENSMUSG00000087589.4	ENSMUSG00000087589.4-I	D430040D24Rik
ENSMUSG00000089906.2	ENSMUSG00000089906.2-I	Gm6428
ENSMUSG00000061518.12	ENSMUSG00000061518.12-I	Cox5b
ENSMUSG00000102416.5	ENSMUSG00000102416.5-I	4933424G06Rik
ENSMUSG00000026117.11	ENSMUSG00000026117.11-I	Zap70
ENSMUSG00000119706.1	ENSMUSG00000119706.1-I	AC122872.1
ENSMUSG00000050122.20	ENSMUSG00000050122.20-I	Vwa3b
ENSMUSG00000026114.15	ENSMUSG00000026114.15-I	Cnga3
ENSMUSG00000026113.18	ENSMUSG00000026113.18-I	Inpp4a
ENSMUSG00000026111.16	ENSMUSG00000026111.16-I	Unc50
ENSMUSG00000089767.2	ENSMUSG00000089767.2-I	4930556I23Rik
ENSMUSG00000104365.2	ENSMUSG00000104365.2-I	4930470B04Rik
ENSMUSG00000097268.2	ENSMUSG00000097268.2-I	Gm26805
ENSMUSG00000037216.6	ENSMUSG00000037216.6-I	Lipt1
ENSMUSG00000026087.12	ENSMUSG00000026087.12-I	Mrpl30
ENSMUSG00000087374.2	ENSMUSG00000087374.2-I	Gm15457
ENSMUSG00000026083.13	ENSMUSG00000026083.13-I	Eif5b
ENSMUSG00000102716.2	ENSMUSG00000102716.2-I	Gm5099
ENSMUSG00000085391.2	ENSMUSG00000085391.2-I	Gm16150
ENSMUSG00000085280.2	ENSMUSG00000085280.2-I	Gm16151
ENSMUSG00000087131.8	ENSMUSG00000087131.8-I	Gm16152
ENSMUSG00000102984.2	ENSMUSG00000102984.2-I	Gm34727
ENSMUSG00000102541.2	ENSMUSG00000102541.2-I	Gm38135
ENSMUSG00000103531.2	ENSMUSG00000103531.2-I	2610300A13Rik
ENSMUSG00000103647.2	ENSMUSG00000103647.2-I	Gm37707
ENSMUSG00000102447.2	ENSMUSG00000102447.2-I	Gm6621
ENSMUSG00000067604.9	ENSMUSG00000067604.9-I	Nms
ENSMUSG00000026078.11	ENSMUSG00000026078.11-I	Pdcl3
ENSMUSG00000103046.2	ENSMUSG00000103046.2-I	Gm37309
ENSMUSG00000026077.16	ENSMUSG00000026077.16-I	Npas2
ENSMUSG00000092563.2	ENSMUSG00000092563.2-I	Gm3617
ENSMUSG00000073702.12	ENSMUSG00000073702.12-I	Rpl31
ENSMUSG00000065629.4	ENSMUSG00000065629.4-I	Gm24826
ENSMUSG00000003135.16	ENSMUSG00000003135.16-I	Cnot11
ENSMUSG00000097083.2	ENSMUSG00000097083.2-I	D930019O06Rik
ENSMUSG00000026074.16	ENSMUSG00000026074.16-I	Map4k4
ENSMUSG00000026073.14	ENSMUSG00000026073.14-I	Il1r2
ENSMUSG00000102975.2	ENSMUSG00000102975.2-I	Gm37347
ENSMUSG00000026072.13	ENSMUSG00000026072.13-I	Il1r1
ENSMUSG00000103560.2	ENSMUSG00000103560.2-I	Gm38070
ENSMUSG00000070942.9	ENSMUSG00000070942.9-I	Il1rl2
ENSMUSG00000103230.2	ENSMUSG00000103230.2-I	Gm17970
ENSMUSG00000026069.16	ENSMUSG00000026069.16-I	Il1rl1
ENSMUSG00000026070.16	ENSMUSG00000026070.16-I	Il18r1
ENSMUSG00000026068.12	ENSMUSG00000026068.12-I	Il18rap
ENSMUSG00000026065.9	ENSMUSG00000026065.9-I	Slc9a4
ENSMUSG00000026062.13	ENSMUSG00000026062.13-I	Slc9a2
ENSMUSG00000103270.2	ENSMUSG00000103270.2-I	Gm37915
ENSMUSG00000079588.4	ENSMUSG00000079588.4-I	Tmem182
ENSMUSG00000100832.2	ENSMUSG00000100832.2-I	Gm29260
ENSMUSG00000100178.2	ENSMUSG00000100178.2-I	Gm5267
ENSMUSG00000053640.3	ENSMUSG00000053640.3-I	Gm9915
ENSMUSG00000101299.3	ENSMUSG00000101299.3-I	Gm28175
ENSMUSG00000103106.2	ENSMUSG00000103106.2-I	Gm37047
ENSMUSG00000104199.2	ENSMUSG00000104199.2-I	4930420N18Rik
ENSMUSG00000045515.5	ENSMUSG00000045515.5-I	Pou3f3
ENSMUSG00000093436.7	ENSMUSG00000093436.7-I	Gm20646
ENSMUSG00000099784.2	ENSMUSG00000099784.2-I	Dalir
ENSMUSG00000060679.15	ENSMUSG00000060679.15-I	Mrps9
ENSMUSG00000041907.10	ENSMUSG00000041907.10-I	Gpr45
ENSMUSG00000100269.2	ENSMUSG00000100269.2-I	Gm28782
ENSMUSG00000041878.4	ENSMUSG00000041878.4-I	8430432A02Rik
ENSMUSG00000010290.8	ENSMUSG00000010290.8-I	AI597479
ENSMUSG00000094497.2	ENSMUSG00000094497.2-I	Gm8210
ENSMUSG00000099694.2	ENSMUSG00000099694.2-I	Gm29610
ENSMUSG00000101923.2	ENSMUSG00000101923.2-I	Gm29041
ENSMUSG00000066877.12	ENSMUSG00000066877.12-I	Nck2
ENSMUSG00000103422.2	ENSMUSG00000103422.2-I	Gm37536
ENSMUSG00000103945.2	ENSMUSG00000103945.2-I	Gm38228
ENSMUSG00000026051.9	ENSMUSG00000026051.9-I	Ecrg4
ENSMUSG00000100635.2	ENSMUSG00000100635.2-I	Gm29157
ENSMUSG00000090243.2	ENSMUSG00000090243.2-I	Gm16103
ENSMUSG00000100701.2	ENSMUSG00000100701.2-I	Gm19587
ENSMUSG00000101395.2	ENSMUSG00000101395.2-I	Gm8241
ENSMUSG00000088848.3	ENSMUSG00000088848.3-I	Gm26352
ENSMUSG00000041763.15	ENSMUSG00000041763.15-I	Tpp2
ENSMUSG00000041684.12	ENSMUSG00000041684.12-I	Bivm
ENSMUSG00000026048.17	ENSMUSG00000026048.17-I	Ercc5
ENSMUSG00000089703.2	ENSMUSG00000089703.2-I	Gm15833
ENSMUSG00000100769.2	ENSMUSG00000100769.2-I	Gm28893
ENSMUSG00000056870.10	ENSMUSG00000056870.10-I	Gulp1
ENSMUSG00000102319.2	ENSMUSG00000102319.2-I	Gm37626
ENSMUSG00000089877.2	ENSMUSG00000089877.2-I	Gm16102
ENSMUSG00000103071.2	ENSMUSG00000103071.2-I	Gm38110
ENSMUSG00000100434.2	ENSMUSG00000100434.2-I	Gm3489
ENSMUSG00000101937.2	ENSMUSG00000101937.2-I	Gm5268
ENSMUSG00000026043.19	ENSMUSG00000026043.19-I	Col3a1
ENSMUSG00000100894.2	ENSMUSG00000100894.2-I	Gm8304
ENSMUSG00000065255.3	ENSMUSG00000065255.3-I	Gm23974
ENSMUSG00000100843.2	ENSMUSG00000100843.2-I	Gm8307
ENSMUSG00000087764.3	ENSMUSG00000087764.3-I	Gm23984
ENSMUSG00000025995.17	ENSMUSG00000025995.17-I	Wdr75
ENSMUSG00000099381.2	ENSMUSG00000099381.2-I	Gm18303
ENSMUSG00000099946.2	ENSMUSG00000099946.2-I	Gm9496
ENSMUSG00000070896.3	ENSMUSG00000070896.3-I	Rpl23a-ps1
ENSMUSG00000099432.2	ENSMUSG00000099432.2-I	Gm18849
ENSMUSG00000041144.13	ENSMUSG00000041144.13-I	Dnah7b
ENSMUSG00000119743.1	ENSMUSG00000119743.1-I	AC122879.1
ENSMUSG00000101262.2	ENSMUSG00000101262.2-I	Gm8326
ENSMUSG00000101337.7	ENSMUSG00000101337.7-I	Dnah7c
ENSMUSG00000101921.2	ENSMUSG00000101921.2-I	Gm28825
ENSMUSG00000101447.2	ENSMUSG00000101447.2-I	Gm28826
ENSMUSG00000100530.2	ENSMUSG00000100530.2-I	Gm18117
ENSMUSG00000104067.2	ENSMUSG00000104067.2-I	Gm37196
ENSMUSG00000100033.2	ENSMUSG00000100033.2-I	Gm8337
ENSMUSG00000100866.2	ENSMUSG00000100866.2-I	Gm28830
ENSMUSG00000099376.2	ENSMUSG00000099376.2-I	Gm19124
ENSMUSG00000097883.2	ENSMUSG00000097883.2-I	Gm8357
ENSMUSG00000099454.2	ENSMUSG00000099454.2-I	Gm8367
ENSMUSG00000051616.15	ENSMUSG00000051616.15-I	C230029F24Rik
ENSMUSG00000099577.2	ENSMUSG00000099577.2-I	Gm3605
ENSMUSG00000101760.2	ENSMUSG00000101760.2-I	Gm8384
ENSMUSG00000099608.2	ENSMUSG00000099608.2-I	4933411E06Rik
ENSMUSG00000099941.2	ENSMUSG00000099941.2-I	Gm20118
ENSMUSG00000100816.2	ENSMUSG00000100816.2-I	Gm28321
ENSMUSG00000026109.15	ENSMUSG00000026109.15-I	Tmeff2
ENSMUSG00000100671.2	ENSMUSG00000100671.2-I	Gm28322
ENSMUSG00000099924.2	ENSMUSG00000099924.2-I	Gm28320
ENSMUSG00000099625.2	ENSMUSG00000099625.2-I	Gm29325
ENSMUSG00000045954.8	ENSMUSG00000045954.8-I	Cavin2
ENSMUSG00000062939.12	ENSMUSG00000062939.12-I	Stat4
ENSMUSG00000101628.2	ENSMUSG00000101628.2-I	Gm28177
ENSMUSG00000026104.15	ENSMUSG00000026104.15-I	Stat1
ENSMUSG00000101501.2	ENSMUSG00000101501.2-I	Rps27a-ps1
ENSMUSG00000100120.2	ENSMUSG00000100120.2-I	Gm53065
ENSMUSG00000100007.2	ENSMUSG00000100007.2-I	Gm5527
ENSMUSG00000043015.16	ENSMUSG00000043015.16-I	Nemp2
ENSMUSG00000100230.2	ENSMUSG00000100230.2-I	Gm28650
ENSMUSG00000041426.13	ENSMUSG00000041426.13-I	Hibch
ENSMUSG00000026100.7	ENSMUSG00000026100.7-I	Mstn
ENSMUSG00000089334.3	ENSMUSG00000089334.3-I	Gm24349
ENSMUSG00000100763.2	ENSMUSG00000100763.2-I	Gm28777
ENSMUSG00000026097.10	ENSMUSG00000026097.10-I	Ormdl1
ENSMUSG00000100679.2	ENSMUSG00000100679.2-I	Gm28778
ENSMUSG00000026096.15	ENSMUSG00000026096.15-I	Osgepl1
ENSMUSG00000099450.2	ENSMUSG00000099450.2-I	Gm6799
ENSMUSG00000100069.2	ENSMUSG00000100069.2-I	Gm6801
ENSMUSG00000102405.2	ENSMUSG00000102405.2-I	Gm37863
ENSMUSG00000098443.3	ENSMUSG00000098443.3-I	Mir7681
ENSMUSG00000025983.12	ENSMUSG00000025983.12-I	Ccdc150
ENSMUSG00000101130.2	ENSMUSG00000101130.2-I	Gm19637
ENSMUSG00000101674.7	ENSMUSG00000101674.7-I	4930444A19Rik
ENSMUSG00000025981.14	ENSMUSG00000025981.14-I	Coq10b
ENSMUSG00000101122.2	ENSMUSG00000101122.2-I	Gm17971
ENSMUSG00000073676.5	ENSMUSG00000073676.5-I	Hspe1
ENSMUSG00000089670.2	ENSMUSG00000089670.2-I	Gm16581
ENSMUSG00000025979.14	ENSMUSG00000025979.14-I	Mob4
ENSMUSG00000097649.3	ENSMUSG00000097649.3-I	Gm10561
ENSMUSG00000046994.10	ENSMUSG00000046994.10-I	Mars2
ENSMUSG00000100215.2	ENSMUSG00000100215.2-I	Gm8292
ENSMUSG00000038349.11	ENSMUSG00000038349.11-I	Plcl1
ENSMUSG00000102145.2	ENSMUSG00000102145.2-I	Gm38056
ENSMUSG00000102831.2	ENSMUSG00000102831.2-I	Gm37382
ENSMUSG00000099950.2	ENSMUSG00000099950.2-I	9130227L01Rik
ENSMUSG00000100372.2	ENSMUSG00000100372.2-I	1700003I22Rik
ENSMUSG00000100944.2	ENSMUSG00000100944.2-I	Gm28900
ENSMUSG00000101332.2	ENSMUSG00000101332.2-I	Gm28240
