spliced	intron	gene_name
ENSMUSG00000109568.2	ENSMUSG00000109568.2-I	Gm45074
ENSMUSG00000109438.2	ENSMUSG00000109438.2-I	Gm45073
ENSMUSG00000040459.12	ENSMUSG00000040459.12-I	Arglu1
ENSMUSG00000098917.3	ENSMUSG00000098917.3-I	Mir7654
ENSMUSG00000109190.2	ENSMUSG00000109190.2-I	Gm44621
ENSMUSG00000109346.2	ENSMUSG00000109346.2-I	Gm44515
ENSMUSG00000108848.2	ENSMUSG00000108848.2-I	4933430N04Rik
ENSMUSG00000109124.2	ENSMUSG00000109124.2-I	Gm44516
ENSMUSG00000079157.5	ENSMUSG00000079157.5-I	Fam155a
ENSMUSG00000109040.2	ENSMUSG00000109040.2-I	Gm44542
ENSMUSG00000109286.2	ENSMUSG00000109286.2-I	Gm44541
ENSMUSG00000109385.2	ENSMUSG00000109385.2-I	Gm44518
ENSMUSG00000109359.2	ENSMUSG00000109359.2-I	Gm44797
ENSMUSG00000109418.2	ENSMUSG00000109418.2-I	Gm44800
ENSMUSG00000109529.2	ENSMUSG00000109529.2-I	Gm44801
ENSMUSG00000109139.2	ENSMUSG00000109139.2-I	Gm44798
ENSMUSG00000109095.2	ENSMUSG00000109095.2-I	Gm44799
ENSMUSG00000109162.2	ENSMUSG00000109162.2-I	2900027M19Rik
ENSMUSG00000108918.2	ENSMUSG00000108918.2-I	Gm44802
ENSMUSG00000095279.3	ENSMUSG00000095279.3-I	Gm10067
ENSMUSG00000049717.10	ENSMUSG00000049717.10-I	Lig4
ENSMUSG00000109054.2	ENSMUSG00000109054.2-I	Gm44789
ENSMUSG00000109258.2	ENSMUSG00000109258.2-I	5330413D20Rik
ENSMUSG00000096258.3	ENSMUSG00000096258.3-I	Rps16-ps3
ENSMUSG00000108961.2	ENSMUSG00000108961.2-I	Gm32540
ENSMUSG00000109473.2	ENSMUSG00000109473.2-I	B930025P03Rik
ENSMUSG00000108969.2	ENSMUSG00000108969.2-I	Gm45044
ENSMUSG00000109291.2	ENSMUSG00000109291.2-I	Gm2814
ENSMUSG00000038917.5	ENSMUSG00000038917.5-I	3930402G23Rik
ENSMUSG00000109084.2	ENSMUSG00000109084.2-I	Gm44955
ENSMUSG00000109508.2	ENSMUSG00000109508.2-I	Gm44956
ENSMUSG00000038894.8	ENSMUSG00000038894.8-I	Irs2
ENSMUSG00000109029.2	ENSMUSG00000109029.2-I	Gm44717
ENSMUSG00000031502.12	ENSMUSG00000031502.12-I	Col4a1
ENSMUSG00000109358.2	ENSMUSG00000109358.2-I	Gm44716
ENSMUSG00000084783.2	ENSMUSG00000084783.2-I	Gm15419
ENSMUSG00000031504.7	ENSMUSG00000031504.7-I	Rab20
ENSMUSG00000110245.2	ENSMUSG00000110245.2-I	Gm20100
ENSMUSG00000056228.11	ENSMUSG00000056228.11-I	Cars2
ENSMUSG00000031508.15	ENSMUSG00000031508.15-I	Ankrd10
ENSMUSG00000104958.3	ENSMUSG00000104958.3-I	Mir7238
ENSMUSG00000031509.11	ENSMUSG00000031509.11-I	1700016D06Rik
ENSMUSG00000109933.2	ENSMUSG00000109933.2-I	Gm7600
ENSMUSG00000110177.2	ENSMUSG00000110177.2-I	Gm6524
ENSMUSG00000110313.2	ENSMUSG00000110313.2-I	Gm45420
ENSMUSG00000086500.2	ENSMUSG00000086500.2-I	Gm15875
ENSMUSG00000110002.2	ENSMUSG00000110002.2-I	Gm45680
ENSMUSG00000110412.2	ENSMUSG00000110412.2-I	Gm33175
ENSMUSG00000109921.2	ENSMUSG00000109921.2-I	Gm33326
ENSMUSG00000097421.3	ENSMUSG00000097421.3-I	D630011A20Rik
ENSMUSG00000000759.15	ENSMUSG00000000759.15-I	Tubgcp3
ENSMUSG00000074469.7	ENSMUSG00000074469.7-I	Gm15348
ENSMUSG00000084780.8	ENSMUSG00000084780.8-I	Gm15350
ENSMUSG00000085465.2	ENSMUSG00000085465.2-I	Gm15347
ENSMUSG00000079146.3	ENSMUSG00000079146.3-I	Gm15353
ENSMUSG00000086770.2	ENSMUSG00000086770.2-I	Gm15351
ENSMUSG00000082682.2	ENSMUSG00000082682.2-I	Gm15349
ENSMUSG00000038542.15	ENSMUSG00000038542.15-I	Pcid2
ENSMUSG00000038515.11	ENSMUSG00000038515.11-I	Grtp1
ENSMUSG00000088054.3	ENSMUSG00000088054.3-I	Mir1968
ENSMUSG00000031448.13	ENSMUSG00000031448.13-I	Adprhl1
ENSMUSG00000038506.14	ENSMUSG00000038506.14-I	Dcun1d2
ENSMUSG00000107531.2	ENSMUSG00000107531.2-I	E330037G11Rik
ENSMUSG00000089026.4	ENSMUSG00000089026.4-I	Gm25014
ENSMUSG00000107742.2	ENSMUSG00000107742.2-I	9530085L11Rik
ENSMUSG00000031449.11	ENSMUSG00000031449.11-I	Atp4b
ENSMUSG00000031451.7	ENSMUSG00000031451.7-I	Gas6
ENSMUSG00000110278.2	ENSMUSG00000110278.2-I	Gm5608
ENSMUSG00000031452.16	ENSMUSG00000031452.16-I	1700029H14Rik
ENSMUSG00000031453.17	ENSMUSG00000031453.17-I	Rasa3
ENSMUSG00000109617.2	ENSMUSG00000109617.2-I	Gm7669
ENSMUSG00000057116.6	ENSMUSG00000057116.6-I	AF366264
ENSMUSG00000031458.9	ENSMUSG00000031458.9-I	Coprs
ENSMUSG00000050052.13	ENSMUSG00000050052.13-I	Tdrp
ENSMUSG00000051978.10	ENSMUSG00000051978.10-I	Erich1
ENSMUSG00000109982.2	ENSMUSG00000109982.2-I	Gm45520
ENSMUSG00000088311.3	ENSMUSG00000088311.3-I	Gm26184
ENSMUSG00000084945.2	ENSMUSG00000084945.2-I	C030037F17Rik
ENSMUSG00000090024.2	ENSMUSG00000090024.2-I	Gm16350
ENSMUSG00000098322.2	ENSMUSG00000098322.2-I	5830468F06Rik
ENSMUSG00000102615.2	ENSMUSG00000102615.2-I	Gm37844
ENSMUSG00000049008.5	ENSMUSG00000049008.5-I	BB014433
ENSMUSG00000083000.2	ENSMUSG00000083000.2-I	Gm15678
ENSMUSG00000109886.2	ENSMUSG00000109886.2-I	Gm45271
ENSMUSG00000077503.3	ENSMUSG00000077503.3-I	Gm24231
ENSMUSG00000110356.2	ENSMUSG00000110356.2-I	Gm35453
ENSMUSG00000060924.16	ENSMUSG00000060924.16-I	Csmd1
ENSMUSG00000093142.3	ENSMUSG00000093142.3-I	Mir3106
ENSMUSG00000109625.2	ENSMUSG00000109625.2-I	3110080E11Rik
ENSMUSG00000088320.3	ENSMUSG00000088320.3-I	Gm25665
ENSMUSG00000110056.2	ENSMUSG00000110056.2-I	1700014L14Rik
ENSMUSG00000077675.3	ENSMUSG00000077675.3-I	Gm24469
ENSMUSG00000077287.3	ENSMUSG00000077287.3-I	Gm25763
ENSMUSG00000087300.2	ENSMUSG00000087300.2-I	Gm16725
ENSMUSG00000090334.2	ENSMUSG00000090334.2-I	Gm17149
ENSMUSG00000031465.7	ENSMUSG00000031465.7-I	Angpt2
ENSMUSG00000110530.2	ENSMUSG00000110530.2-I	Gm35934
ENSMUSG00000110651.2	ENSMUSG00000110651.2-I	Gm45770
ENSMUSG00000039814.16	ENSMUSG00000039814.16-I	Xkr5
ENSMUSG00000053678.8	ENSMUSG00000053678.8-I	Defb40
ENSMUSG00000053695.4	ENSMUSG00000053695.4-I	Defb37
ENSMUSG00000053790.4	ENSMUSG00000053790.4-I	Defb38
ENSMUSG00000080726.3	ENSMUSG00000080726.3-I	Gm15366
ENSMUSG00000061847.3	ENSMUSG00000061847.3-I	Defb39
ENSMUSG00000043787.8	ENSMUSG00000043787.8-I	Defb12
ENSMUSG00000110542.2	ENSMUSG00000110542.2-I	Gm39139
ENSMUSG00000081901.2	ENSMUSG00000081901.2-I	Gm15357
ENSMUSG00000031471.4	ENSMUSG00000031471.4-I	Defb8
ENSMUSG00000080894.2	ENSMUSG00000080894.2-I	Defa-ps15
ENSMUSG00000082650.2	ENSMUSG00000082650.2-I	Gm15358
ENSMUSG00000110463.2	ENSMUSG00000110463.2-I	Gm35998
ENSMUSG00000110531.2	ENSMUSG00000110531.2-I	Gm7760
ENSMUSG00000110637.2	ENSMUSG00000110637.2-I	Gm7807
ENSMUSG00000110460.2	ENSMUSG00000110460.2-I	Gm20786
ENSMUSG00000110589.2	ENSMUSG00000110589.2-I	Gm45754
ENSMUSG00000095766.3	ENSMUSG00000095766.3-I	Gm21182
ENSMUSG00000110574.2	ENSMUSG00000110574.2-I	Gm21112
ENSMUSG00000096890.2	ENSMUSG00000096890.2-I	Gm20797
ENSMUSG00000094534.2	ENSMUSG00000094534.2-I	Gm20945
ENSMUSG00000093800.3	ENSMUSG00000093800.3-I	Gm20796
ENSMUSG00000082976.11	ENSMUSG00000082976.11-I	Gm15056
ENSMUSG00000071165.4	ENSMUSG00000071165.4-I	Gm6040
ENSMUSG00000079120.4	ENSMUSG00000079120.4-I	AY761185
ENSMUSG00000118967.1	ENSMUSG00000118967.1-I	AC161189.1
ENSMUSG00000061958.6	ENSMUSG00000061958.6-I	Defa38
ENSMUSG00000119855.1	ENSMUSG00000119855.1-I	AC129197.1
ENSMUSG00000119310.1	ENSMUSG00000119310.1-I	AC166039.1
ENSMUSG00000080722.4	ENSMUSG00000080722.4-I	Defa-ps7
ENSMUSG00000074437.6	ENSMUSG00000074437.6-I	Defa29
ENSMUSG00000119513.1	ENSMUSG00000119513.1-I	AC129174.1
ENSMUSG00000079114.4	ENSMUSG00000079114.4-I	Defa42
ENSMUSG00000119166.1	ENSMUSG00000119166.1-I	AC239604.1
ENSMUSG00000075934.3	ENSMUSG00000075934.3-I	Gm24423
ENSMUSG00000079113.4	ENSMUSG00000079113.4-I	Defa43
ENSMUSG00001118671.1	ENSMUSG00001118671.1-I	AC133094.1
ENSMUSG00000058618.7	ENSMUSG00000058618.7-I	Defa39
ENSMUSG00000119464.1	ENSMUSG00000119464.1-I	AC134533.1
ENSMUSG00000082698.2	ENSMUSG00000082698.2-I	Gm15316
ENSMUSG00000047390.7	ENSMUSG00000047390.7-I	Defb9
ENSMUSG00000045337.5	ENSMUSG00000045337.5-I	Defb11
ENSMUSG00000048500.3	ENSMUSG00000048500.3-I	Defb15
ENSMUSG00000006567.12	ENSMUSG00000006567.12-I	Atp7b
ENSMUSG00000037738.12	ENSMUSG00000037738.12-I	Nek5
ENSMUSG00000119281.1	ENSMUSG00000119281.1-I	AC117665.1
ENSMUSG00000031478.17	ENSMUSG00000031478.17-I	Nek3
ENSMUSG00000037725.9	ENSMUSG00000037725.9-I	Ckap2
ENSMUSG00000090007.2	ENSMUSG00000090007.2-I	Rpl30-ps2
ENSMUSG00000031482.10	ENSMUSG00000031482.10-I	Slc25a15
ENSMUSG00000110193.2	ENSMUSG00000110193.2-I	Gm45452
ENSMUSG00000031534.16	ENSMUSG00000031534.16-I	Smim19
ENSMUSG00000008892.13	ENSMUSG00000008892.13-I	Vdac3
ENSMUSG00000031536.7	ENSMUSG00000031536.7-I	Polb
ENSMUSG00000031537.16	ENSMUSG00000031537.16-I	Ikbkb
ENSMUSG00000031539.7	ENSMUSG00000031539.7-I	Ap3m2
ENSMUSG00000089484.3	ENSMUSG00000089484.3-I	Gm24735
ENSMUSG00000109793.2	ENSMUSG00000109793.2-I	Gm10043
ENSMUSG00000086741.2	ENSMUSG00000086741.2-I	Gm15816
ENSMUSG00000106471.3	ENSMUSG00000106471.3-I	Mir3107
ENSMUSG00000031545.7	ENSMUSG00000031545.7-I	Gpat4
ENSMUSG00000031546.7	ENSMUSG00000031546.7-I	Gins4
ENSMUSG00000015341.18	ENSMUSG00000015341.18-I	Golga7
ENSMUSG00000077399.3	ENSMUSG00000077399.3-I	Gm24335
ENSMUSG00000109158.2	ENSMUSG00000109158.2-I	Gm45166
ENSMUSG00000109299.2	ENSMUSG00000109299.2-I	Gm45164
ENSMUSG00000056313.6	ENSMUSG00000056313.6-I	Tcim
ENSMUSG00000031549.17	ENSMUSG00000031549.17-I	Ido2
ENSMUSG00000031551.13	ENSMUSG00000031551.13-I	Ido1
ENSMUSG00000031552.14	ENSMUSG00000031552.14-I	Adam18
ENSMUSG00000031553.17	ENSMUSG00000031553.17-I	Adam3
ENSMUSG00000031554.19	ENSMUSG00000031554.19-I	Adam5
ENSMUSG00000037437.19	ENSMUSG00000037437.19-I	Adam32
ENSMUSG00000031555.16	ENSMUSG00000031555.16-I	Adam9
ENSMUSG00000037406.8	ENSMUSG00000037406.8-I	Htra4
ENSMUSG00000031557.17	ENSMUSG00000031557.17-I	Plekha2
ENSMUSG00000109684.2	ENSMUSG00000109684.2-I	Gm45745
ENSMUSG00000065954.12	ENSMUSG00000065954.12-I	Tacc1
ENSMUSG00000099142.3	ENSMUSG00000099142.3-I	Mir8108
ENSMUSG00000110140.2	ENSMUSG00000110140.2-I	5430421F17Rik
ENSMUSG00000110110.2	ENSMUSG00000110110.2-I	Gm30978
ENSMUSG00000110399.2	ENSMUSG00000110399.2-I	Gm45238
ENSMUSG00000110063.2	ENSMUSG00000110063.2-I	Gm31045
ENSMUSG00000086134.2	ENSMUSG00000086134.2-I	Gm16159
ENSMUSG00000037363.10	ENSMUSG00000037363.10-I	Letm2
ENSMUSG00000110038.2	ENSMUSG00000110038.2-I	Gm45570
ENSMUSG00000061313.11	ENSMUSG00000061313.11-I	Ddhd2
ENSMUSG00000110127.2	ENSMUSG00000110127.2-I	6430710M23Rik
ENSMUSG00000037316.10	ENSMUSG00000037316.10-I	Bag4
ENSMUSG00000031575.19	ENSMUSG00000031575.19-I	Ash2l
ENSMUSG00000037260.9	ENSMUSG00000037260.9-I	Hgsnat
ENSMUSG00000037251.6	ENSMUSG00000037251.6-I	Pomk
ENSMUSG00000015994.11	ENSMUSG00000015994.11-I	Fnta
ENSMUSG00000037234.18	ENSMUSG00000037234.18-I	Hook3
ENSMUSG00000109640.2	ENSMUSG00000109640.2-I	Gm45413
ENSMUSG00000110120.2	ENSMUSG00000110120.2-I	Gm45251
ENSMUSG00000110317.2	ENSMUSG00000110317.2-I	Gm45250
ENSMUSG00000110229.2	ENSMUSG00000110229.2-I	Gm31784
ENSMUSG00000109996.2	ENSMUSG00000109996.2-I	Gm31898
ENSMUSG00000109961.2	ENSMUSG00000109961.2-I	Gm31983
ENSMUSG00000110222.2	ENSMUSG00000110222.2-I	Gm39149
ENSMUSG00000110351.2	ENSMUSG00000110351.2-I	Gm32050
ENSMUSG00000109680.2	ENSMUSG00000109680.2-I	Gm32098
ENSMUSG00000109689.2	ENSMUSG00000109689.2-I	Gm45646
ENSMUSG00000100335.3	ENSMUSG00000100335.3-I	2310008N11Rik
ENSMUSG00000109954.2	ENSMUSG00000109954.2-I	Gm45371
ENSMUSG00000110081.2	ENSMUSG00000110081.2-I	Gm19164
ENSMUSG00000091154.3	ENSMUSG00000091154.3-I	Proscos
ENSMUSG00000031487.6	ENSMUSG00000031487.6-I	Brf2
ENSMUSG00000031488.15	ENSMUSG00000031488.15-I	Rab11fip1
ENSMUSG00000109719.2	ENSMUSG00000109719.2-I	Gm45266
ENSMUSG00000039720.8	ENSMUSG00000039720.8-I	Got1l1
ENSMUSG00000031489.16	ENSMUSG00000031489.16-I	Adrb3
ENSMUSG00000031491.11	ENSMUSG00000031491.11-I	Chrna6
ENSMUSG00000118763.1	ENSMUSG00000118763.1-I	AC158566.1
ENSMUSG00000064882.3	ENSMUSG00000064882.3-I	Gm24202
ENSMUSG00000110343.2	ENSMUSG00000110343.2-I	Gm45751
ENSMUSG00000110372.2	ENSMUSG00000110372.2-I	Gm8096
ENSMUSG00000109794.2	ENSMUSG00000109794.2-I	Gm45571
ENSMUSG00000063626.7	ENSMUSG00000063626.7-I	Unc5d
ENSMUSG00000109874.2	ENSMUSG00000109874.2-I	Gm9911
ENSMUSG00000110263.2	ENSMUSG00000110263.2-I	Gm45652
ENSMUSG00000109648.2	ENSMUSG00000109648.2-I	Svet1
ENSMUSG00000110180.2	ENSMUSG00000110180.2-I	Gm32567
ENSMUSG00000110331.2	ENSMUSG00000110331.2-I	Nudc-ps1
ENSMUSG00000109597.2	ENSMUSG00000109597.2-I	Gm45492
ENSMUSG00000109666.2	ENSMUSG00000109666.2-I	Gm39154
ENSMUSG00000109586.2	ENSMUSG00000109586.2-I	Gm6853
ENSMUSG00000110006.2	ENSMUSG00000110006.2-I	Gm45490
ENSMUSG00000110223.2	ENSMUSG00000110223.2-I	Gm45489
ENSMUSG00000088252.3	ENSMUSG00000088252.3-I	Snord13
ENSMUSG00000031578.6	ENSMUSG00000031578.6-I	Mak16
ENSMUSG00000083588.2	ENSMUSG00000083588.2-I	Gm8051
ENSMUSG00000110133.2	ENSMUSG00000110133.2-I	Gm8168
ENSMUSG00000109705.2	ENSMUSG00000109705.2-I	Gm19096
ENSMUSG00000110329.2	ENSMUSG00000110329.2-I	Gm45304
ENSMUSG00000093862.3	ENSMUSG00000093862.3-I	Gm5117
ENSMUSG00000062991.10	ENSMUSG00000062991.10-I	Nrg1
ENSMUSG00000118541.2	ENSMUSG00000118541.2-I	Nrg1
ENSMUSG00000079070.11	ENSMUSG00000079070.11-I	Gm3985
ENSMUSG00000110214.2	ENSMUSG00000110214.2-I	Gm45587
ENSMUSG00000083557.2	ENSMUSG00000083557.2-I	Gm6877
ENSMUSG00000031583.14	ENSMUSG00000031583.14-I	Wrn
ENSMUSG00000052906.8	ENSMUSG00000052906.8-I	Ubxn8
ENSMUSG00000049476.13	ENSMUSG00000049476.13-I	1700104B16Rik
ENSMUSG00000094500.3	ENSMUSG00000094500.3-I	Smim18
ENSMUSG00000031586.18	ENSMUSG00000031586.18-I	Rbpms
ENSMUSG00000098166.2	ENSMUSG00000098166.2-I	Gm26978
ENSMUSG00000110614.2	ENSMUSG00000110614.2-I	Gm45817
ENSMUSG00000119758.1	ENSMUSG00000119758.1-I	MG954301.1
ENSMUSG00000031516.12	ENSMUSG00000031516.12-I	Dctn6
ENSMUSG00000063412.5	ENSMUSG00000063412.5-I	Gm10131
ENSMUSG00000109869.2	ENSMUSG00000109869.2-I	Gm39158
ENSMUSG00000031513.9	ENSMUSG00000031513.9-I	Leprotl1
ENSMUSG00000098785.3	ENSMUSG00000098785.3-I	Mir6395
ENSMUSG00000095202.3	ENSMUSG00000095202.3-I	Gm6100
ENSMUSG00000098046.2	ENSMUSG00000098046.2-I	Gm8254
ENSMUSG00000109964.2	ENSMUSG00000109964.2-I	Gm45350
ENSMUSG00000110178.2	ENSMUSG00000110178.2-I	Gm33831
ENSMUSG00000110369.2	ENSMUSG00000110369.2-I	Gm45349
ENSMUSG00000109819.2	ENSMUSG00000109819.2-I	B930018H19Rik
ENSMUSG00000109846.2	ENSMUSG00000109846.2-I	Gm45627
ENSMUSG00000031529.6	ENSMUSG00000031529.6-I	Tnks
ENSMUSG00000109717.2	ENSMUSG00000109717.2-I	Gm34368
ENSMUSG00000110361.2	ENSMUSG00000110361.2-I	Gm8291
ENSMUSG00000097106.2	ENSMUSG00000097106.2-I	Rpl31-ps23
ENSMUSG00000109678.2	ENSMUSG00000109678.2-I	Gm45626
ENSMUSG00000110314.2	ENSMUSG00000110314.2-I	Gm45625
ENSMUSG00000109688.2	ENSMUSG00000109688.2-I	Gm34597
ENSMUSG00000109698.2	ENSMUSG00000109698.2-I	Gm45469
ENSMUSG00000110384.2	ENSMUSG00000110384.2-I	Gm45301
ENSMUSG00000031527.8	ENSMUSG00000031527.8-I	Eri1
ENSMUSG00000097357.3	ENSMUSG00000097357.3-I	Gm16793
ENSMUSG00000110335.2	ENSMUSG00000110335.2-I	1700015I17Rik
ENSMUSG00000110359.2	ENSMUSG00000110359.2-I	Gm45566
ENSMUSG00000055976.7	ENSMUSG00000055976.7-I	Cldn23
ENSMUSG00000109761.2	ENSMUSG00000109761.2-I	5430403N17Rik
ENSMUSG00000110321.2	ENSMUSG00000110321.2-I	Gm39164
ENSMUSG00000039633.8	ENSMUSG00000039633.8-I	Lonrf1
ENSMUSG00000098154.3	ENSMUSG00000098154.3-I	Gm5787
ENSMUSG00000088051.3	ENSMUSG00000088051.3-I	Gm26150
ENSMUSG00000031523.17	ENSMUSG00000031523.17-I	Dlc1
ENSMUSG00000110242.2	ENSMUSG00000110242.2-I	G630064G18Rik
ENSMUSG00000109817.2	ENSMUSG00000109817.2-I	Gm10683
ENSMUSG00000109646.2	ENSMUSG00000109646.2-I	Gm45523
ENSMUSG00000065277.3	ENSMUSG00000065277.3-I	Gm25126
ENSMUSG00000110312.2	ENSMUSG00000110312.2-I	Gm45368
ENSMUSG00000110415.2	ENSMUSG00000110415.2-I	Gm6203
ENSMUSG00000109820.2	ENSMUSG00000109820.2-I	Gm45654
ENSMUSG00000039539.14	ENSMUSG00000039539.14-I	Sgcz
ENSMUSG00000081316.2	ENSMUSG00000081316.2-I	Gm16205
ENSMUSG00000065457.5	ENSMUSG00000065457.5-I	Mir383
ENSMUSG00000118594.2	ENSMUSG00000118594.2-I	Gm53016
ENSMUSG00000119779.1	ENSMUSG00000119779.1-I	AC154907.1
ENSMUSG00000109955.2	ENSMUSG00000109955.2-I	Gm18644
ENSMUSG00000025044.17	ENSMUSG00000025044.17-I	Msr1
ENSMUSG00000109789.2	ENSMUSG00000109789.2-I	Gm2033
ENSMUSG00000031603.15	ENSMUSG00000031603.15-I	Fgf20
ENSMUSG00000098431.3	ENSMUSG00000098431.3-I	Mir7666
ENSMUSG00000031601.17	ENSMUSG00000031601.17-I	Cnot7
ENSMUSG00000039431.17	ENSMUSG00000039431.17-I	Mtmr7
ENSMUSG00000109658.2	ENSMUSG00000109658.2-I	Gm45660
ENSMUSG00000110315.2	ENSMUSG00000110315.2-I	Gm8423
ENSMUSG00000110370.2	ENSMUSG00000110370.2-I	Gm5749
ENSMUSG00000110032.2	ENSMUSG00000110032.2-I	Gm8436
ENSMUSG00000098050.2	ENSMUSG00000098050.2-I	Gm5345
ENSMUSG00000045636.17	ENSMUSG00000045636.17-I	Mtus1
ENSMUSG00000031594.10	ENSMUSG00000031594.10-I	Fgl1
ENSMUSG00000031591.15	ENSMUSG00000031591.15-I	Asah1
ENSMUSG00000031590.9	ENSMUSG00000031590.9-I	Frg1
ENSMUSG00000098149.2	ENSMUSG00000098149.2-I	Gapdh-ps14
ENSMUSG00000094568.2	ENSMUSG00000094568.2-I	Smarce1-ps1
ENSMUSG00000095057.2	ENSMUSG00000095057.2-I	Zfp353-ps
ENSMUSG00000031651.6	ENSMUSG00000031651.6-I	Triml1
ENSMUSG00000051176.7	ENSMUSG00000051176.7-I	Zfp42
ENSMUSG00000063900.6	ENSMUSG00000063900.6-I	Adam26b
ENSMUSG00000048516.3	ENSMUSG00000048516.3-I	Adam26a
ENSMUSG00000050190.5	ENSMUSG00000050190.5-I	Adam34l
ENSMUSG00000079058.4	ENSMUSG00000079058.4-I	Adam34
ENSMUSG00000109723.2	ENSMUSG00000109723.2-I	Gm5347
ENSMUSG00000110155.2	ENSMUSG00000110155.2-I	Gm35629
ENSMUSG00000110224.2	ENSMUSG00000110224.2-I	Gm6011
ENSMUSG00000110036.2	ENSMUSG00000110036.2-I	Gm6303
ENSMUSG00000110347.2	ENSMUSG00000110347.2-I	Gm45657
ENSMUSG00000109993.2	ENSMUSG00000109993.2-I	Gm45659
ENSMUSG00000109856.2	ENSMUSG00000109856.2-I	Gm19855
ENSMUSG00000102378.2	ENSMUSG00000102378.2-I	Gm37972
ENSMUSG00000110409.2	ENSMUSG00000110409.2-I	Gm9908
ENSMUSG00000097491.2	ENSMUSG00000097491.2-I	Gm2366
ENSMUSG00000066158.8	ENSMUSG00000066158.8-I	AY512931
ENSMUSG00000110231.2	ENSMUSG00000110231.2-I	Gm6329
ENSMUSG00000031645.5	ENSMUSG00000031645.5-I	F11
ENSMUSG00000109764.2	ENSMUSG00000109764.2-I	Klkb1
ENSMUSG00000031640.12	ENSMUSG00000031640.12-I	Gm45753
ENSMUSG00000079057.5	ENSMUSG00000079057.5-I	Cyp4v3
ENSMUSG00000070044.16	ENSMUSG00000070044.16-I	Fam149a
ENSMUSG00000031639.13	ENSMUSG00000031639.13-I	Tlr3
ENSMUSG00000109665.2	ENSMUSG00000109665.2-I	Gm45458
ENSMUSG00000084954.3	ENSMUSG00000084954.3-I	Gm16351
ENSMUSG00000118852.1	ENSMUSG00000118852.1-I	AC158351.1
ENSMUSG00000085440.2	ENSMUSG00000085440.2-I	Sorbs2os
ENSMUSG00000080378.3	ENSMUSG00000080378.3-I	Gm25309
ENSMUSG00000071103.11	ENSMUSG00000071103.11-I	1700029J07Rik
ENSMUSG00000050914.17	ENSMUSG00000050914.17-I	Ankrd37
ENSMUSG00000038291.17	ENSMUSG00000038291.17-I	Snx25
ENSMUSG00000031633.5	ENSMUSG00000031633.5-I	Slc25a4
ENSMUSG00000071102.2	ENSMUSG00000071102.2-I	Gm10313
ENSMUSG00000047171.9	ENSMUSG00000047171.9-I	Helt
ENSMUSG00000109612.2	ENSMUSG00000109612.2-I	Gm45253
ENSMUSG00000109912.2	ENSMUSG00000109912.2-I	Gm45245
ENSMUSG00000109807.2	ENSMUSG00000109807.2-I	Gm45244
ENSMUSG00000038225.16	ENSMUSG00000038225.16-I	Primpol
ENSMUSG00000097534.4	ENSMUSG00000097534.4-I	Gm16675
ENSMUSG00000109751.2	ENSMUSG00000109751.2-I	Gm45479
ENSMUSG00000110374.2	ENSMUSG00000110374.2-I	Gm31172
ENSMUSG00000110414.2	ENSMUSG00000110414.2-I	Gm45481
ENSMUSG00000109759.2	ENSMUSG00000109759.2-I	1700011L03Rik
ENSMUSG00000109888.2	ENSMUSG00000109888.2-I	Gm45600
ENSMUSG00000086190.2	ENSMUSG00000086190.2-I	4930579M01Rik
ENSMUSG00000038143.17	ENSMUSG00000038143.17-I	Stox2
ENSMUSG00000109606.2	ENSMUSG00000109606.2-I	Gm45537
ENSMUSG00000038102.16	ENSMUSG00000038102.16-I	Trappc11
ENSMUSG00000109960.2	ENSMUSG00000109960.2-I	Gm45575
ENSMUSG00000062458.6	ENSMUSG00000062458.6-I	Gm8623
ENSMUSG00000063049.5	ENSMUSG00000063049.5-I	Ing2
ENSMUSG00000038069.7	ENSMUSG00000038069.7-I	Cdkn2aip
ENSMUSG00000110665.2	ENSMUSG00000110665.2-I	Gm31786
ENSMUSG00000110604.2	ENSMUSG00000110604.2-I	Gm45824
ENSMUSG00000110464.2	ENSMUSG00000110464.2-I	1700061N14Rik
ENSMUSG00000031563.9	ENSMUSG00000031563.9-I	Wwc2
ENSMUSG00000110624.2	ENSMUSG00000110624.2-I	Gm32052
ENSMUSG00000110544.2	ENSMUSG00000110544.2-I	Gm2607
ENSMUSG00000031561.17	ENSMUSG00000031561.17-I	Tenm3
ENSMUSG00000110480.2	ENSMUSG00000110480.2-I	Gm32842
ENSMUSG00000110509.2	ENSMUSG00000110509.2-I	Gm45772
ENSMUSG00000089548.3	ENSMUSG00000089548.3-I	Gm25830
ENSMUSG00000110465.2	ENSMUSG00000110465.2-I	Gm45832
ENSMUSG00000110137.2	ENSMUSG00000110137.2-I	Gm45577
ENSMUSG00000110564.2	ENSMUSG00000110564.2-I	Gm45697
ENSMUSG00000110375.2	ENSMUSG00000110375.2-I	Gm45323
ENSMUSG00000109838.2	ENSMUSG00000109838.2-I	Gm45341
ENSMUSG00000109741.2	ENSMUSG00000109741.2-I	Gm45455
ENSMUSG00000110246.2	ENSMUSG00000110246.2-I	C130073E24Rik
ENSMUSG00000110163.2	ENSMUSG00000110163.2-I	Gm45389
ENSMUSG00000052825.7	ENSMUSG00000052825.7-I	Gm9892
ENSMUSG00000098231.2	ENSMUSG00000098231.2-I	Gm6463
ENSMUSG00000064682.3	ENSMUSG00000064682.3-I	Gm25813
ENSMUSG00000109919.2	ENSMUSG00000109919.2-I	Gm45673
